id,Dry,Wet
PssRNA_Leviviridae_QDH89191.1/184-523,1.833333333,3.833333333
PssRNA_Leviviridae_QDH89211.1/173-480,0,0.666666667
PssRNA_Leviviridae_QDH89273.1/154-482,0.833333333,0
PssRNA_Leviviridae_QDH89290.1/144-423,0.5,0
PssRNA_Leviviridae_QDH89331.1/123-386,0,0.666666667
PssRNA_Leviviridae_QDH89378.1/198-540,0.5,0
PssRNA_Leviviridae_QDH89409.1/183-523,0.5,0
PssRNA_Leviviridae_QDH89495.1/187-540,0.5,0
PssRNA_Leviviridae_QDH89576.1/199-559,0.5,0
PssRNA_Leviviridae_QDH89646.1/184-525,0.333333333,0
PssRNA_Leviviridae_QDH89664.1/201-465,0.5,0
PssRNA_Leviviridae_QDH89751.1/200-542,0,0.333333333
PssRNA_Leviviridae_QDH89796.1/123-463,0,0.666666667
PssRNA_Leviviridae_QDH89887.1/127-446,0,1.166666667
PssRNA_Leviviridae_QDH89959.1/140-458,0,4.833333333
PssRNA_Leviviridae_QDH90024.1/154-482,0.5,0.5
PssRNA_Leviviridae_QDH90192.1/136-458,0,0.666666667
PssRNA_Leviviridae_QDH90257.1/183-522,0.333333333,0
PssRNA_Leviviridae_QDH90278.1/199-541,1.333333333,0
PssRNA_Leviviridae_QDH90282.1/215-517,1,1.166666667
PssRNA_Leviviridae_QDH90337.1/202-545,0.5,0
PssRNA_Leviviridae_QDH90513.1/146-465,0.5,0
PssRNA_Leviviridae_QDH90530.1/184-524,0,0.666666667
PssRNA_Leviviridae_QDH90544.1/124-385,0.5,0
PssRNA_Leviviridae_QDH90550.1/194-537,1.5,10.16666667
PssRNA_Leviviridae_QDH90585.1/123-386,0,2.25
PssRNA_Leviviridae_QDH90586.1/109-426,0,1
PssRNA_Leviviridae_QDH90595.1/142-456,0,0.5
PssRNA_Leviviridae_QDH90647.1/154-405,0,1.666666667
PssRNA_Leviviridae_QDH90663.1/215-557,1.666666667,0
PssRNA_Leviviridae_QDH90668.1/203-545,1.5,0
PssRNA_Leviviridae_QDH90684.1/193-542,1.5,6.305555556
PssRNA_Leviviridae_QDH90726.1/184-525,0.5,0
PssRNA_Leviviridae_QDH90799.1/123-440,0,0.333333333
PssRNA_Leviviridae_QDH90810.1/197-540,2,14.625
PssRNA_Leviviridae_QDH90858.1/194-537,2.166666667,0.5
PssRNA_Leviviridae_QDH90863.1/124-457,0.833333333,0.5
PssRNA_Leviviridae_QDH91015.1/198-539,1.666666667,0
PssRNA_Leviviridae_QDH91023.1/90-374,2.611111111,3.527777778
PssRNA_Leviviridae_QDH91029.1/229-562,1,26.5
PssRNA_Leviviridae_QDH91030.1/141-433,0,0.5
PssRNA_Leviviridae_QDH91049.1/185-521,0.416666667,1
PssRNA_Leviviridae_QDH91084.1/197-538,0.5,0
PssRNA_Leviviridae_QDH91106.1/187-532,0.5,0
PssRNA_Leviviridae_QDH91200.1/213-547,0,0.333333333
PssRNA_Leviviridae_QDH91261.1/250-559,0,1.5
PssRNA_Leviviridae_QDH91276.1/149-472,0,0.333333333
PssRNA_Leviviridae_QDH91310.1/252-570,0,1.5
PssRNA_Leviviridae_QDH91326.1/133-452,0,0.666666667
PssRNA_Leviviridae_QDH91402.1/296-605,0,0.666666667
PssRNA_Leviviridae_QDH91405.1/141-431,0,0.333333333
PssRNA_Leviviridae_QDH91416.1/187-534,0.5,0
PssRNA_Leviviridae_QDH91493.1/206-548,1.083333333,1.5
PssRNA_Leviviridae_QDH91505.1/154-444,0,4.833333333
PssRNA_Leviviridae_QDH91506.1/198-539,0.666666667,0
PssRNA_Leviviridae_QDH91523.1/146-463,1.666666667,5
PssRNA_Leviviridae_QDH91581.1/176-528,0,0.833333333
PssRNA_Narnaviridae_AIS37555.1/100-235,0.5,0
PssRNA_Narnaviridae_AJT39597.1/542-628,0,2.166666667
PssRNA_Narnaviridae_ALD89120.1/539-675,0.5,0
PssRNA_Narnaviridae_ANR02691.1/129-229,0.5,0
PssRNA_Narnaviridae_ASM94066.1/345-458,0.333333333,0
PssRNA_Narnaviridae_ASM94089.1/342-455,0.5,0
PssRNA_Narnaviridae_NP_001012452.1/396-524,5.205555556,3.5
PssRNA_Narnaviridae_QCF24458.1/351-474,0.333333333,0
PssRNA_Narnaviridae_QDH86961.1/255-393,0.5,0
PssRNA_Narnaviridae_QDH87218.1/520-659,3.214814815,3.138888889
PssRNA_Narnaviridae_QDH87917.1/29-165,0.833333333,0
PssRNA_Narnaviridae_QDH88671.1/1173-1287,1,0
PssRNA_Narnaviridae_QDH89324.1/59-90,0.5,0
PssRNA_Narnaviridae_QDH89602.1/604-729,0.333333333,0
PssRNA_Narnaviridae_QDH89816.1/372-469,0.5,0
PssRNA_Narnaviridae_QDH89951.1/441-578,0.333333333,0
PssRNA_Narnaviridae_QDH90040.1/184-321,0.5,0
PssRNA_Narnaviridae_QDH90505.1/135-254,0.333333333,0
PssRNA_Narnaviridae_QDH91055.1/391-496,0.5,0
PssRNA_Narnaviridae_QDH91182.1/692-740,0.666666667,0
PssRNA_Narnaviridae_QDH91580.1/302-426,0.333333333,0
PssRNA_Picornaviridae_BAB32794.1/10-281,51.83370108,81.74217172
PssRNA_Polycipiviridae_AZL87720.1/578-1524,0.5,0
PssRNA_Potyviridae_ALI51540.1/799-1882,0.666666667,0
PssRNA_Potyviridae_C_dry_3_TRINITY_DN42238_c0_g1_i1_2/1-353,0.666666667,0
PssRNA_Secoviridae_NP_951030.1/1-690,29.8623661,31.50266366
PssRNA_Solemoviridae_QEM20965.1/1-603,0.333333333,0
PssRNA_Tombusviridae_A_dry_2_TRINITY_DN234270_c0_g1_i1_1/1-202,0.333333333,0
PssRNA_Tombusviridae_AXN91182.1/175-671,0.333333333,0
PssRNA_Virgaviridae_C_dry_1_TRINITY_DN153803_c0_g1_i1_1/1-357,0.5,0
PssRNA_Virgaviridae_QED22727.1/303-1134,0,0.333333333
PssRNA_Virgaviridae_QHD64730.1/310-1146,0.5,0.5
